"feature" "subject_activity" "average"
"tBodyGyro-mean()-X" "20" -0.0242488811785028
"tBodyGyro-mean()-Y" "20" -0.0789448418069209
"tBodyGyro-mean()-Z" "20" 0.0856280628860452
"tBodyGyro-std()-X" "20" -0.684586332415254
"tBodyGyro-std()-Y" "20" -0.573677383024548
"tBodyGyro-std()-Z" "20" -0.52727797039661
"tBodyGyroJerk-mean()-X" "20" -0.094982179135
"tBodyGyroJerk-mean()-Y" "20" -0.0414356124141243
"tBodyGyroJerk-mean()-Z" "20" -0.0543001277610169
"tBodyGyroJerk-std()-X" "20" -0.698354145936441
"tBodyGyroJerk-std()-Y" "20" -0.684280685533898
"tBodyGyroJerk-std()-Z" "20" -0.636715878557062
"tBodyAccMag-mean()" "20" -0.517257429345412
"tBodyAccMag-std()" "20" -0.572325820319209
"tGravityAccMag-mean()" "20" -0.517257429345412
"tGravityAccMag-std()" "20" -0.572325820319209
"tBodyAccJerkMag-mean()" "20" -0.619698756735028
"tBodyAccJerkMag-std()" "20" -0.588644307467599
"tBodyGyroMag-mean()" "20" -0.516861235888701
"tBodyGyroMag-std()" "20" -0.580023613494576
"tBodyGyroJerkMag-mean()" "20" -0.684048497355932
"tBodyGyroJerkMag-std()" "20" -0.683503744537853
"fBodyAcc-mean()-X" "20" -0.612641113666949
"fBodyAcc-mean()-Y" "20" -0.426398722000395
"fBodyAcc-mean()-Z" "20" -0.665006945724294
"fBodyAcc-std()-X" "20" -0.60314894923565
"fBodyAcc-std()-Y" "20" -0.381534028764124
"fBodyAcc-std()-Z" "20" -0.647515612457627
"fBodyAcc-meanFreq()-X" "20" -0.228177936580508
"fBodyAcc-meanFreq()-Y" "20" -0.0114411446707345
"fBodyAcc-meanFreq()-Z" "20" 0.0779615448683983
"fBodyAccJerk-mean()-X" "20" -0.652264226931438
"fBodyAccJerk-mean()-Y" "20" -0.557791286001412
"fBodyAccJerk-mean()-Z" "20" -0.732835648957627
"fBodyAccJerk-std()-X" "20" -0.634710081102825
"fBodyAccJerk-std()-Y" "20" -0.525907610282373
"fBodyAccJerk-std()-Z" "20" -0.760509114748588
"fBodyAccJerk-meanFreq()-X" "20" -0.0946565249276271
"fBodyAccJerk-meanFreq()-Y" "20" -0.295851375876469
"fBodyAccJerk-meanFreq()-Z" "20" -0.173772101164407
"fBodyGyro-mean()-X" "20" -0.626445370827119
"fBodyGyro-mean()-Y" "20" -0.591039733449633
"fBodyGyro-mean()-Z" "20" -0.518444509491525
"fBodyGyro-std()-X" "20" -0.704481841200565
"fBodyGyro-std()-Y" "20" -0.567588605842655
"fBodyGyro-std()-Z" "20" -0.575002191142655
"fBodyGyro-meanFreq()-X" "20" -0.152974668730028
"fBodyGyro-meanFreq()-Y" "20" -0.197281081362486
"fBodyGyro-meanFreq()-Z" "20" -0.138316973455706
"fBodyAccMag-mean()" "20" -0.560278889421186
"fBodyAccMag-std()" "20" -0.648306198707062
"fBodyAccMag-meanFreq()" "20" 0.0604926209205932
"fBodyBodyAccJerkMag-mean()" "20" -0.584571446817062
"fBodyBodyAccJerkMag-std()" "20" -0.597351046813729
"fBodyBodyAccJerkMag-meanFreq()" "20" 0.0872234701100565
"fBodyBodyGyroMag-mean()" "20" -0.606970915061638
"fBodyBodyGyroMag-std()" "20" -0.635816314618644
"fBodyBodyGyroMag-meanFreq()" "20" -0.0676712910494915
"fBodyBodyGyroJerkMag-mean()" "20" -0.692638075749774
"fBodyBodyGyroJerkMag-std()" "20" -0.694680032329943
"fBodyBodyGyroJerkMag-meanFreq()" "20" 0.0504291443716384
"tBodyAcc-mean()-X" "21" 0.277466525522059
"tBodyAcc-mean()-Y" "21" -0.0176664578561765
"tBodyAcc-mean()-Z" "21" -0.10877848058848
"tBodyAcc-std()-X" "21" -0.672323867377451
"tBodyAcc-std()-Y" "21" -0.565585190336299
"tBodyAcc-std()-Z" "21" -0.669621813176471
"tGravityAcc-mean()-X" "21" 0.645775957808824
"tGravityAcc-mean()-Y" "21" -0.0750963071446078
"tGravityAcc-mean()-Z" "21" 0.0321851774362745
"tGravityAcc-std()-X" "21" -0.965586634460784
"tGravityAcc-std()-Y" "21" -0.969330818455882
"tGravityAcc-std()-Z" "21" -0.953093993308823
"tBodyAccJerk-mean()-X" "21" 0.0822207874776961
"tBodyAccJerk-mean()-Y" "21" 0.00350107553584853
"tBodyAccJerk-mean()-Z" "21" -0.010659072671299
"tBodyAccJerk-std()-X" "21" -0.699763344205784
"tBodyAccJerk-std()-Y" "21" -0.66515912310562
"tBodyAccJerk-std()-Z" "21" -0.78182390148299
"tBodyGyro-mean()-X" "21" -0.0276346639303578
"tBodyGyro-mean()-Y" "21" -0.0784719736838971
"tBodyGyro-mean()-Z" "21" 0.0861212668362745
"tBodyGyro-std()-X" "21" -0.79617228689951
"tBodyGyro-std()-Y" "21" -0.765057760637255
"tBodyGyro-std()-Z" "21" -0.701642028499559
"tBodyGyroJerk-mean()-X" "21" -0.100558317889216
"tBodyGyroJerk-mean()-Y" "21" -0.0408236141863333
"tBodyGyroJerk-mean()-Z" "21" -0.0533861046416422
"tBodyGyroJerk-std()-X" "21" -0.792483156720588
"tBodyGyroJerk-std()-Y" "21" -0.815859336004902
"tBodyGyroJerk-std()-Z" "21" -0.812017312181373
"tBodyAccMag-mean()" "21" -0.620309259553676
"tBodyAccMag-std()" "21" -0.6601960145
"tGravityAccMag-mean()" "21" -0.620309259553676
"tGravityAccMag-std()" "21" -0.6601960145
"tBodyAccJerkMag-mean()" "21" -0.703461275879657
"tBodyAccJerkMag-std()" "21" -0.680069218953922
"tBodyGyroMag-mean()" "21" -0.693779224517157
"tBodyGyroMag-std()" "21" -0.761303119652451
"tBodyGyroJerkMag-mean()" "21" -0.807817403137255
"tBodyGyroJerkMag-std()" "21" -0.82408989995098
"fBodyAcc-mean()-X" "21" -0.693486097144118
"fBodyAcc-mean()-Y" "21" -0.59377821414902
"fBodyAcc-mean()-Z" "21" -0.707713799021814
"fBodyAcc-std()-X" "21" -0.665349663426471
"fBodyAcc-std()-Y" "21" -0.578748586831863
"fBodyAcc-std()-Z" "21" -0.675588192778676
"fBodyAcc-meanFreq()-X" "21" -0.230976168156039
"fBodyAcc-meanFreq()-Y" "21" 0.0412761403403333
"fBodyAcc-meanFreq()-Z" "21" 0.0495520452825172
"fBodyAccJerk-mean()-X" "21" -0.71641413145049
"fBodyAccJerk-mean()-Y" "21" -0.678615118728922
"fBodyAccJerk-mean()-Z" "21" -0.767351986555392
"fBodyAccJerk-std()-X" "21" -0.709800728388235
"fBodyAccJerk-std()-Y" "21" -0.674102360655147
"fBodyAccJerk-std()-Z" "21" -0.794922813673627
"fBodyAccJerk-meanFreq()-X" "21" 0.0168697571497059
"fBodyAccJerk-meanFreq()-Y" "21" -0.161814485722304
"fBodyAccJerk-meanFreq()-Z" "21" -0.112817222676985
"fBodyGyro-mean()-X" "21" -0.752040828651961
"fBodyGyro-mean()-Y" "21" -0.759325714811275
"fBodyGyro-mean()-Z" "21" -0.709471420465686
"fBodyGyro-std()-X" "21" -0.811026710110294
"fBodyGyro-std()-Y" "21" -0.771388318823529
"fBodyGyro-std()-Z" "21" -0.728319304730637
"fBodyGyro-meanFreq()-X" "21" -0.089010657789951
"fBodyGyro-meanFreq()-Y" "21" -0.18645796643924
"fBodyGyro-meanFreq()-Z" "21" -0.0228851873218137
"fBodyAccMag-mean()" "21" -0.658664719514706
"fBodyAccMag-std()" "21" -0.714345739215931
"fBodyAccMag-meanFreq()" "21" 0.0846512609471814
"fBodyBodyAccJerkMag-mean()" "21" -0.679742584809363
"fBodyBodyAccJerkMag-std()" "21" -0.683725127418382
"fBodyBodyAccJerkMag-meanFreq()" "21" 0.244321861877647
"fBodyBodyGyroMag-mean()" "21" -0.776473060171569
"fBodyBodyGyroMag-std()" "21" -0.793158526279412
"fBodyBodyGyroMag-meanFreq()" "21" -0.00571922625735294
"fBodyBodyGyroJerkMag-mean()" "21" -0.826275026053922
"fBodyBodyGyroJerkMag-std()" "21" -0.834949863259804
"fBodyBodyGyroJerkMag-meanFreq()" "21" 0.205643655933971
"tBodyAcc-mean()-X" "22" 0.274767690046106
"tBodyAcc-mean()-Y" "22" -0.0168273604077383
"tBodyAcc-mean()-Z" "22" -0.108670376782866
"tBodyAcc-std()-X" "22" -0.546089975548692
"tBodyAcc-std()-Y" "22" -0.491188426241526
"tBodyAcc-std()-Z" "22" -0.65508967878972
"tGravityAcc-mean()-X" "22" 0.609390874922118
"tGravityAcc-mean()-Y" "22" 0.0315098683115265
"tGravityAcc-mean()-Z" "22" 0.23588786398215
"tGravityAcc-std()-X" "22" -0.95850446411215
"tGravityAcc-std()-Y" "22" -0.957323093436449
"tGravityAcc-std()-Z" "22" -0.939081026109034
"tBodyAccJerk-mean()-X" "22" 0.0791031130417757
"tBodyAccJerk-mean()-Y" "22" 0.0152572466619626
"tBodyAccJerk-mean()-Z" "22" -0.0072287329753271
"tBodyAccJerk-std()-X" "22" -0.584963756862305
"tBodyAccJerk-std()-Y" "22" -0.560470117123364
"tBodyAccJerk-std()-Z" "22" -0.760468444299065
"tBodyGyro-mean()-X" "22" -0.00800630644716511
"tBodyGyro-mean()-Y" "22" -0.0949661116922118
"tBodyGyro-mean()-Z" "22" 0.0812406584647975
"tBodyGyro-std()-X" "22" -0.695919202960436
"tBodyGyro-std()-Y" "22" -0.784052281090343
"tBodyGyro-std()-Z" "22" -0.654458016208723
"tBodyGyroJerk-mean()-X" "22" -0.109257561827445
"tBodyGyroJerk-mean()-Y" "22" -0.0384616223750156
"tBodyGyroJerk-mean()-Z" "22" -0.0582144293519003
"tBodyGyroJerk-std()-X" "22" -0.708898710199377
"tBodyGyroJerk-std()-Y" "22" -0.859924419844237
"tBodyGyroJerk-std()-Z" "22" -0.742272774987539
"tBodyAccMag-mean()" "22" -0.504099198287601
"tBodyAccMag-std()" "22" -0.595953853592586
"tGravityAccMag-mean()" "22" -0.504099198287601
"tGravityAccMag-std()" "22" -0.595953853592586
"tBodyAccJerkMag-mean()" "22" -0.609772829890966
"tBodyAccJerkMag-std()" "22" -0.589823140414673
"tBodyGyroMag-mean()" "22" -0.637666108456075
"tBodyGyroMag-std()" "22" -0.67637856158162
"tBodyGyroJerkMag-mean()" "22" -0.794681311214953
"tBodyGyroJerkMag-std()" "22" -0.82649344800623
"fBodyAcc-mean()-X" "22" -0.594929652065732
"fBodyAcc-mean()-Y" "22" -0.508172778206231
"fBodyAcc-mean()-Z" "22" -0.687320961149533
"fBodyAcc-std()-X" "22" -0.528958812567601
"fBodyAcc-std()-Y" "22" -0.51558097336324
"fBodyAcc-std()-Z" "22" -0.665516999699377
"fBodyAcc-meanFreq()-X" "22" -0.181031984073891
"fBodyAcc-meanFreq()-Y" "22" 0.0371992326304984
"fBodyAcc-meanFreq()-Z" "22" 0.0806295666361371
"fBodyAccJerk-mean()-X" "22" -0.60425320237352
"fBodyAccJerk-mean()-Y" "22" -0.574318114038941
"fBodyAccJerk-mean()-Z" "22" -0.739701808286604
"fBodyAccJerk-std()-X" "22" -0.602457991412617
"fBodyAccJerk-std()-Y" "22" -0.576391814080349
"fBodyAccJerk-std()-Z" "22" -0.780252702647975
"fBodyAccJerk-meanFreq()-X" "22" 0.0665521438309969
"fBodyAccJerk-meanFreq()-Y" "22" -0.178425080835514
"fBodyAccJerk-meanFreq()-Z" "22" -0.0467691789252336
"fBodyGyro-mean()-X" "22" -0.639575654479751
"fBodyGyro-mean()-Y" "22" -0.79139974588785
"fBodyGyro-mean()-Z" "22" -0.643363339819315
"fBodyGyro-std()-X" "22" -0.714977903442368
"fBodyGyro-std()-Y" "22" -0.782046079563863
"fBodyGyro-std()-Z" "22" -0.690679448900312
"fBodyGyro-meanFreq()-X" "22" -0.164138008195857
"fBodyGyro-meanFreq()-Y" "22" -0.200741314631402
"fBodyGyro-meanFreq()-Z" "22" -0.0516302487909034
"fBodyAccMag-mean()" "22" -0.574333164853583
"fBodyAccMag-std()" "22" -0.673896212809346
"fBodyAccMag-meanFreq()" "22" 0.103277150317358
"fBodyBodyAccJerkMag-mean()" "22" -0.585442501515888
"fBodyBodyAccJerkMag-std()" "22" -0.599286879114019
"fBodyBodyAccJerkMag-meanFreq()" "22" 0.161936362996885
"fBodyBodyGyroMag-mean()" "22" -0.728166770031153
"fBodyBodyGyroMag-std()" "22" -0.699600086233645
"fBodyBodyGyroMag-meanFreq()" "22" -0.131615440167913
"fBodyBodyGyroJerkMag-mean()" "22" -0.830191956697819
"fBodyBodyGyroJerkMag-std()" "22" -0.835597218255452
"fBodyBodyGyroJerkMag-meanFreq()" "22" 0.119560563802492
"tBodyAcc-mean()-X" "23" 0.273493254730108
"tBodyAcc-mean()-Y" "23" -0.019589258786828
"tBodyAcc-mean()-Z" "23" -0.109093982385242
"tBodyAcc-std()-X" "23" -0.622594039757258
"tBodyAcc-std()-Y" "23" -0.532078546615699
"tBodyAcc-std()-Z" "23" -0.450557203409946
"tGravityAcc-mean()-X" "23" 0.662324737580645
"tGravityAcc-mean()-Y" "23" 0.0146209197354839
"tGravityAcc-mean()-Z" "23" 0.0518662466372043
"tGravityAcc-std()-X" "23" -0.964393040295699
"tGravityAcc-std()-Y" "23" -0.960318907096774
"tGravityAcc-std()-Z" "23" -0.934236146612903
"tBodyAccJerk-mean()-X" "23" 0.0778588215843817
"tBodyAccJerk-mean()-Y" "23" 0.0200470964972984
"tBodyAccJerk-mean()-Z" "23" -0.000717680881887096
"tBodyAccJerk-std()-X" "23" -0.608183751830914
"tBodyAccJerk-std()-Y" "23" -0.61898123051828
"tBodyAccJerk-std()-Z" "23" -0.603048769571532
"tBodyGyro-mean()-X" "23" -0.0220890418013172
"tBodyGyro-mean()-Y" "23" -0.0825972963754032
"tBodyGyro-mean()-Z" "23" 0.074694942324328
"tBodyGyro-std()-X" "23" -0.755738625241935
"tBodyGyro-std()-Y" "23" -0.500338191139785
"tBodyGyro-std()-Z" "23" -0.609683451821774
"tBodyGyroJerk-mean()-X" "23" -0.0966990737225806
"tBodyGyroJerk-mean()-Y" "23" -0.0432722741798387
"tBodyGyroJerk-mean()-Z" "23" -0.0621959093526344
"tBodyGyroJerk-std()-X" "23" -0.728692138333333
"tBodyGyroJerk-std()-Y" "23" -0.546043593651882
"tBodyGyroJerk-std()-Z" "23" -0.740518145887097
"tBodyAccMag-mean()" "23" -0.532754757205108
"tBodyAccMag-std()" "23" -0.56557562579215
"tGravityAccMag-mean()" "23" -0.532754757205108
"tGravityAccMag-std()" "23" -0.56557562579215
"tBodyAccJerkMag-mean()" "23" -0.58640067170914
"tBodyAccJerkMag-std()" "23" -0.55872531418629
"tBodyGyroMag-mean()" "23" -0.544207964433387
"tBodyGyroMag-std()" "23" -0.541949073660753
"tBodyGyroJerkMag-mean()" "23" -0.623412641977151
"tBodyGyroJerkMag-std()" "23" -0.573942888021613
"fBodyAcc-mean()-X" "23" -0.599080886430645
"fBodyAcc-mean()-Y" "23" -0.548483208943548
"fBodyAcc-mean()-Z" "23" -0.49021281618414
"fBodyAcc-std()-X" "23" -0.633839114436559
"fBodyAcc-std()-Y" "23" -0.554471679592177
"fBodyAcc-std()-Z" "23" -0.474767543716048
"fBodyAcc-meanFreq()-X" "23" -0.20872442068086
"fBodyAcc-meanFreq()-Y" "23" 0.0297877248998253
"fBodyAcc-meanFreq()-Z" "23" 0.0899843792518548
"fBodyAccJerk-mean()-X" "23" -0.617521836605645
"fBodyAccJerk-mean()-Y" "23" -0.628231338392742
"fBodyAccJerk-mean()-Z" "23" -0.578870810235484
"fBodyAccJerk-std()-X" "23" -0.635054351475538
"fBodyAccJerk-std()-Y" "23" -0.636977610060753
"fBodyAccJerk-std()-Z" "23" -0.627540367652688
"fBodyAccJerk-meanFreq()-X" "23" 0.0173580639424731
"fBodyAccJerk-meanFreq()-Y" "23" -0.124670179855
"fBodyAccJerk-meanFreq()-Z" "23" -0.112528879362903
"fBodyGyro-mean()-X" "23" -0.685136501518817
"fBodyGyro-mean()-Y" "23" -0.497783811010484
"fBodyGyro-mean()-Z" "23" -0.617685416736559
"fBodyGyro-std()-X" "23" -0.779197054064516
"fBodyGyro-std()-Y" "23" -0.50785054741371
"fBodyGyro-std()-Z" "23" -0.644131036807258
"fBodyGyro-meanFreq()-X" "23" -0.0251692798377688
"fBodyGyro-meanFreq()-Y" "23" -0.0592724696043011
"fBodyGyro-meanFreq()-Z" "23" -0.0229424899271505
"fBodyAccMag-mean()" "23" -0.529029284118011
"fBodyAccMag-std()" "23" -0.657048917971505
"fBodyAccMag-meanFreq()" "23" 0.11533518491586
"fBodyBodyAccJerkMag-mean()" "23" -0.542663319457527
"fBodyBodyAccJerkMag-std()" "23" -0.583832309145968
"fBodyBodyAccJerkMag-meanFreq()" "23" 0.202553279152177
"fBodyBodyGyroMag-mean()" "23" -0.534657191683602
"fBodyBodyGyroMag-std()" "23" -0.632288527203763
"fBodyBodyGyroMag-meanFreq()" "23" 0.154723197790323
"fBodyBodyGyroJerkMag-mean()" "23" -0.584111049810215
"fBodyBodyGyroJerkMag-std()" "23" -0.593735302105376
"fBodyBodyGyroJerkMag-meanFreq()" "23" 0.169185024505108
"tBodyAcc-mean()-X" "24" 0.276767046391076
"tBodyAcc-mean()-Y" "24" -0.0176822460103885
"tBodyAcc-mean()-Z" "24" -0.107914503687664
"tBodyAcc-std()-X" "24" -0.675459176298425
"tBodyAcc-std()-Y" "24" -0.582490655185302
"tBodyAcc-std()-Z" "24" -0.636497458900262
"tGravityAcc-mean()-X" "24" 0.69498126808399
"tGravityAcc-mean()-Y" "24" 0.0729509702152231
"tGravityAcc-mean()-Z" "24" 0.0623227714146982
"tGravityAcc-std()-X" "24" -0.975329699658793
"tGravityAcc-std()-Y" "24" -0.96089816664042
"tGravityAcc-std()-Z" "24" -0.955724566194226
"tBodyAccJerk-mean()-X" "24" 0.0784735003467192
"tBodyAccJerk-mean()-Y" "24" 0.00396900308574016
"tBodyAccJerk-mean()-Z" "24" -0.00700960558805774
"tBodyAccJerk-std()-X" "24" -0.74030054488189
"tBodyAccJerk-std()-Y" "24" -0.685979796261942
"tBodyAccJerk-std()-Z" "24" -0.736374232574803
"tBodyGyro-mean()-X" "24" -0.0212578096847769
"tBodyGyro-mean()-Y" "24" -0.0782440202677165
"tBodyGyro-mean()-Z" "24" 0.0841740375981627
"tBodyGyro-std()-X" "24" -0.776199049939633
"tBodyGyro-std()-Y" "24" -0.763365457296588
"tBodyGyro-std()-Z" "24" -0.708251676335958
"tBodyGyroJerk-mean()-X" "24" -0.0998294248142257
"tBodyGyroJerk-mean()-Y" "24" -0.0390749421383202
"tBodyGyroJerk-mean()-Z" "24" -0.0552987683401575
"tBodyGyroJerk-std()-X" "24" -0.764490030609974
"tBodyGyroJerk-std()-Y" "24" -0.792718702440945
"tBodyGyroJerk-std()-Z" "24" -0.796816516614173
"tBodyAccMag-mean()" "24" -0.620032665162467
"tBodyAccMag-std()" "24" -0.650862147810236
"tGravityAccMag-mean()" "24" -0.620032665162467
"tGravityAccMag-std()" "24" -0.650862147810236
"tBodyAccJerkMag-mean()" "24" -0.713667423769029
"tBodyAccJerkMag-std()" "24" -0.689391189346457
"tBodyGyroMag-mean()" "24" -0.682447212750656
"tBodyGyroMag-std()" "24" -0.742983126606299
"tBodyGyroJerkMag-mean()" "24" -0.791646550787402
"tBodyGyroJerkMag-std()" "24" -0.788997850813648
"fBodyAcc-mean()-X" "24" -0.707613779580052
"fBodyAcc-mean()-Y" "24" -0.611509042586877
"fBodyAcc-mean()-Z" "24" -0.65585899482231
"fBodyAcc-std()-X" "24" -0.664356691751496
"fBodyAcc-std()-Y" "24" -0.594676790059055
"fBodyAcc-std()-Z" "24" -0.655360521446194
"fBodyAcc-meanFreq()-X" "24" -0.263352298517585
"fBodyAcc-meanFreq()-Y" "24" -0.0176079240963255
"fBodyAcc-meanFreq()-Z" "24" 0.0812580797481102
"fBodyAccJerk-mean()-X" "24" -0.752245372493438
"fBodyAccJerk-mean()-Y" "24" -0.703641614506562
"fBodyAccJerk-mean()-Z" "24" -0.719655747391076
"fBodyAccJerk-std()-X" "24" -0.751378154304462
"fBodyAccJerk-std()-Y" "24" -0.688280461860892
"fBodyAccJerk-std()-Z" "24" -0.751628687821522
"fBodyAccJerk-meanFreq()-X" "24" -0.0570423475325459
"fBodyAccJerk-meanFreq()-Y" "24" -0.23113163252252
"fBodyAccJerk-meanFreq()-Z" "24" -0.13977119240315
"fBodyGyro-mean()-X" "24" -0.722607377748032
"fBodyGyro-mean()-Y" "24" -0.753710479580053
"fBodyGyro-mean()-Z" "24" -0.70948857687664
"fBodyGyro-std()-X" "24" -0.794063529133858
"fBodyGyro-std()-Y" "24" -0.771969808976378
"fBodyGyro-std()-Z" "24" -0.735749934304462
"fBodyGyro-meanFreq()-X" "24" -0.0501078590267979
"fBodyGyro-meanFreq()-Y" "24" -0.0975347609866142
"fBodyGyro-meanFreq()-Z" "24" -0.0556407394121785
"fBodyAccMag-mean()" "24" -0.650121872273806
"fBodyAccMag-std()" "24" -0.705928425819685
"fBodyAccMag-meanFreq()" "24" 0.0236300571840945
"fBodyBodyAccJerkMag-mean()" "24" -0.696845583388451
"fBodyBodyAccJerkMag-std()" "24" -0.682447145993307
"fBodyBodyAccJerkMag-meanFreq()" "24" 0.198422013108136
"fBodyBodyGyroMag-mean()" "24" -0.754131617480315
"fBodyBodyGyroMag-std()" "24" -0.782076276167979
"fBodyBodyGyroMag-meanFreq()" "24" 0.0194486014291864
"fBodyBodyGyroJerkMag-mean()" "24" -0.795019165380577
"fBodyBodyGyroJerkMag-std()" "24" -0.796157264514436
"fBodyBodyGyroJerkMag-meanFreq()" "24" 0.161739608926982
"tBodyAcc-mean()-X" "25" 0.275301467772127
"tBodyAcc-mean()-Y" "25" -0.0193221769314914
"tBodyAcc-mean()-Z" "25" -0.10962903098044
"tBodyAcc-std()-X" "25" -0.716264537547677
"tBodyAcc-std()-Y" "25" -0.531421035602689
"tBodyAcc-std()-Z" "25" -0.64709556105868
"tGravityAcc-mean()-X" "25" 0.672386622127139
"tGravityAcc-mean()-Y" "25" 0.0471601427530562
"tGravityAcc-mean()-Z" "25" 0.239226040930391
"tGravityAcc-std()-X" "25" -0.950017091344743
"tGravityAcc-std()-Y" "25" -0.901088770963325
"tGravityAcc-std()-Z" "25" -0.880682330706602
"tBodyAccJerk-mean()-X" "25" 0.0817657442063814
"tBodyAccJerk-mean()-Y" "25" 0.00638633884442543
"tBodyAccJerk-mean()-Z" "25" -0.010346171499489
"tBodyAccJerk-std()-X" "25" -0.79682335007335
"tBodyAccJerk-std()-Y" "25" -0.722502919364303
"tBodyAccJerk-std()-Z" "25" -0.860669382640587
"tBodyGyro-mean()-X" "25" -0.00298151164792176
"tBodyGyro-mean()-Y" "25" -0.083900354157824
"tBodyGyro-mean()-Z" "25" 0.0993606079900489
"tBodyGyro-std()-X" "25" -0.683131970775061
"tBodyGyro-std()-Y" "25" -0.752261013276284
"tBodyGyro-std()-Z" "25" -0.74741022
"tBodyGyroJerk-mean()-X" "25" -0.108263884562298
"tBodyGyroJerk-mean()-Y" "25" -0.0389884753435208
"tBodyGyroJerk-mean()-Z" "25" -0.0555782223647433
"tBodyGyroJerk-std()-X" "25" -0.768682473178484
"tBodyGyroJerk-std()-Y" "25" -0.902628080757946
"tBodyGyroJerk-std()-Z" "25" -0.831848667286064
"tBodyAccMag-mean()" "25" -0.583377749713936
"tBodyAccMag-std()" "25" -0.659015505611247
"tGravityAccMag-mean()" "25" -0.583377749713936
"tGravityAccMag-std()" "25" -0.659015505611247
"tBodyAccJerkMag-mean()" "25" -0.783445354474328
"tBodyAccJerkMag-std()" "25" -0.780451867848411
"tBodyGyroMag-mean()" "25" -0.625733064258924
"tBodyGyroMag-std()" "25" -0.68515279467066
"tBodyGyroJerkMag-mean()" "25" -0.849630706259169
"tBodyGyroJerkMag-std()" "25" -0.872776184449878
"fBodyAcc-mean()-X" "25" -0.748416509682152
"fBodyAcc-mean()-Y" "25" -0.600027697242054
"fBodyAcc-mean()-Z" "25" -0.738509947579462
"fBodyAcc-std()-X" "25" -0.705223686579951
"fBodyAcc-std()-Y" "25" -0.529064652290954
"fBodyAcc-std()-Z" "25" -0.630224637674572
"fBodyAcc-meanFreq()-X" "25" -0.306657190525183
"fBodyAcc-meanFreq()-Y" "25" -0.108650116189389
"fBodyAcc-meanFreq()-Z" "25" -0.0744502098628851
"fBodyAccJerk-mean()-X" "25" -0.804144642836186
"fBodyAccJerk-mean()-Y" "25" -0.740570312249389
"fBodyAccJerk-mean()-Z" "25" -0.849504849486553
"fBodyAccJerk-std()-X" "25" -0.807712525721271
"fBodyAccJerk-std()-Y" "25" -0.721707668572127
"fBodyAccJerk-std()-Z" "25" -0.870541516210269
"fBodyAccJerk-meanFreq()-X" "25" -0.110793009529829
"fBodyAccJerk-meanFreq()-Y" "25" -0.347751351072054
"fBodyAccJerk-meanFreq()-Z" "25" -0.235707422494548
"fBodyGyro-mean()-X" "25" -0.672197763601467
"fBodyGyro-mean()-Y" "25" -0.81313379207824
"fBodyGyro-mean()-Z" "25" -0.746832213594132
"fBodyGyro-std()-X" "25" -0.690398481943765
"fBodyGyro-std()-Y" "25" -0.723584437530562
"fBodyGyro-std()-Z" "25" -0.771208929095355
"fBodyGyro-meanFreq()-X" "25" -0.207601176327873
"fBodyGyro-meanFreq()-Y" "25" -0.349146931885306
"fBodyGyro-meanFreq()-Z" "25" -0.135139739853178
"fBodyAccMag-mean()" "25" -0.69501971
"fBodyAccMag-std()" "25" -0.695367928718826
"fBodyAccMag-meanFreq()" "25" -0.0426423613907335
"fBodyBodyAccJerkMag-mean()" "25" -0.779190075892421
"fBodyBodyAccJerkMag-std()" "25" -0.783547229755501
"fBodyBodyAccJerkMag-meanFreq()" "25" 0.168222731255721
"fBodyBodyGyroMag-mean()" "25" -0.754236109755501
"fBodyBodyGyroMag-std()" "25" -0.697213120366748
"fBodyBodyGyroMag-meanFreq()" "25" -0.220820330447482
"fBodyBodyGyroJerkMag-mean()" "25" -0.875970674743276
"fBodyBodyGyroJerkMag-std()" "25" -0.877714953691932
"fBodyBodyGyroJerkMag-meanFreq()" "25" 0.0471482866507579
"tBodyAcc-mean()-X" "26" 0.2730365808625
"tBodyAcc-mean()-Y" "26" -0.0161687277463495
"tBodyAcc-mean()-Z" "26" -0.107637894928571
"tBodyAcc-std()-X" "26" -0.623101031168367
"tBodyAcc-std()-Y" "26" -0.585967142418112
"tBodyAcc-std()-Z" "26" -0.70498062744898
"tGravityAcc-mean()-X" "26" 0.615123534668367
"tGravityAcc-mean()-Y" "26" 0.10870478277551
"tGravityAcc-mean()-Z" "26" 0.234107010472449
"tGravityAcc-std()-X" "26" -0.96781789994898
"tGravityAcc-std()-Y" "26" -0.959713562227041
"tGravityAcc-std()-Z" "26" -0.955643363545918
"tBodyAccJerk-mean()-X" "26" 0.0808743261341837
"tBodyAccJerk-mean()-Y" "26" 0.00767709978181122
"tBodyAccJerk-mean()-Z" "26" -0.00724891943768878
"tBodyAccJerk-std()-X" "26" -0.682815652993112
"tBodyAccJerk-std()-Y" "26" -0.678386582086227
"tBodyAccJerk-std()-Z" "26" -0.778349460841837
"tBodyGyro-mean()-X" "26" -0.020659932105102
"tBodyGyro-mean()-Y" "26" -0.0827415060904082
"tBodyGyro-mean()-Z" "26" 0.0917853294044643
"tBodyGyro-std()-X" "26" -0.766673970339286
"tBodyGyro-std()-Y" "26" -0.800675471045918
"tBodyGyro-std()-Z" "26" -0.703347205619898
"tBodyGyroJerk-mean()-X" "26" -0.0988125627461224
"tBodyGyroJerk-mean()-Y" "26" -0.040476400288852
"tBodyGyroJerk-mean()-Z" "26" -0.0558282743354031
